	id_and_goal	utt_id	MIDAS	speaker	utt
2412	307: [1] abandon_1 [2] opinion_1 [3] abandon_2 [4] statement_1 [5] yes no question_1 [6] statement_2 [7] neg answer_1 [8] statement_3 [9] back-channeling_1 [10] closing_1 [11] opinion_2 [12] thanking_1	0	abandon_1	0	Hello .
2413	307: [1] abandon_1 [2] opinion_1 [3] abandon_2 [4] statement_1 [5] yes no question_1 [6] statement_2 [7] neg answer_1 [8] statement_3 [9] back-channeling_1 [10] closing_1 [11] opinion_2 [12] thanking_1	1	abandon_1	0	Welcome !
2414	307: [1] abandon_1 [2] opinion_1 [3] abandon_2 [4] statement_1 [5] yes no question_1 [6] statement_2 [7] neg answer_1 [8] statement_3 [9] back-channeling_1 [10] closing_1 [11] opinion_2 [12] thanking_1	2	abandon_1	11111	Hello .
2415	307: [1] abandon_1 [2] opinion_1 [3] abandon_2 [4] statement_1 [5] yes no question_1 [6] statement_2 [7] neg answer_1 [8] statement_3 [9] back-channeling_1 [10] closing_1 [11] opinion_2 [12] thanking_1	3	opinion_1	11111	I'd like to have my nails manicured .
2416	307: [1] abandon_1 [2] opinion_1 [3] abandon_2 [4] statement_1 [5] yes no question_1 [6] statement_2 [7] neg answer_1 [8] statement_3 [9] back-channeling_1 [10] closing_1 [11] opinion_2 [12] thanking_1	4	abandon_2	0	This way please .
2417	307: [1] abandon_1 [2] opinion_1 [3] abandon_2 [4] statement_1 [5] yes no question_1 [6] statement_2 [7] neg answer_1 [8] statement_3 [9] back-channeling_1 [10] closing_1 [11] opinion_2 [12] thanking_1	5	statement_1	0	We offer multiple manicure services here .
2418	307: [1] abandon_1 [2] opinion_1 [3] abandon_2 [4] statement_1 [5] yes no question_1 [6] statement_2 [7] neg answer_1 [8] statement_3 [9] back-channeling_1 [10] closing_1 [11] opinion_2 [12] thanking_1	6	yes no question_1	0	Do you want a full service ?
2419	307: [1] abandon_1 [2] opinion_1 [3] abandon_2 [4] statement_1 [5] yes no question_1 [6] statement_2 [7] neg answer_1 [8] statement_3 [9] back-channeling_1 [10] closing_1 [11] opinion_2 [12] thanking_1	7	statement_2	11111	I don't need the full service .
2420	307: [1] abandon_1 [2] opinion_1 [3] abandon_2 [4] statement_1 [5] yes no question_1 [6] statement_2 [7] neg answer_1 [8] statement_3 [9] back-channeling_1 [10] closing_1 [11] opinion_2 [12] thanking_1	8	statement_2	0	But the full service will make your nails look much prettier and it is on discount now .
2421	307: [1] abandon_1 [2] opinion_1 [3] abandon_2 [4] statement_1 [5] yes no question_1 [6] statement_2 [7] neg answer_1 [8] statement_3 [9] back-channeling_1 [10] closing_1 [11] opinion_2 [12] thanking_1	9	neg answer_1	11111	No , thanks .
2422	307: [1] abandon_1 [2] opinion_1 [3] abandon_2 [4] statement_1 [5] yes no question_1 [6] statement_2 [7] neg answer_1 [8] statement_3 [9] back-channeling_1 [10] closing_1 [11] opinion_2 [12] thanking_1	10	statement_3	11111	All I need is painting and polishing .
2423	307: [1] abandon_1 [2] opinion_1 [3] abandon_2 [4] statement_1 [5] yes no question_1 [6] statement_2 [7] neg answer_1 [8] statement_3 [9] back-channeling_1 [10] closing_1 [11] opinion_2 [12] thanking_1	11	back-channeling_1	0	OK .
2424	307: [1] abandon_1 [2] opinion_1 [3] abandon_2 [4] statement_1 [5] yes no question_1 [6] statement_2 [7] neg answer_1 [8] statement_3 [9] back-channeling_1 [10] closing_1 [11] opinion_2 [12] thanking_1	12	closing_1	0	Please sit down .
2425	307: [1] abandon_1 [2] opinion_1 [3] abandon_2 [4] statement_1 [5] yes no question_1 [6] statement_2 [7] neg answer_1 [8] statement_3 [9] back-channeling_1 [10] closing_1 [11] opinion_2 [12] thanking_1	13	opinion_2	0	I hope you will be satisfied with our service .
2426	307: [1] abandon_1 [2] opinion_1 [3] abandon_2 [4] statement_1 [5] yes no question_1 [6] statement_2 [7] neg answer_1 [8] statement_3 [9] back-channeling_1 [10] closing_1 [11] opinion_2 [12] thanking_1	14	thanking_1	11111	Thanks very much .
2427	336: [1] complaint_1 [2] yes no question_1 [3] pos answer_1 [4] open question factual_1 [5] statement_1 [6] thanking_1 [7] open question factual_2 [8] statement_2	0	complaint_1	0	Excuse me .
2428	336: [1] complaint_1 [2] yes no question_1 [3] pos answer_1 [4] open question factual_1 [5] statement_1 [6] thanking_1 [7] open question factual_2 [8] statement_2	1	yes no question_1	0	Can I ask you a question ?
2429	336: [1] complaint_1 [2] yes no question_1 [3] pos answer_1 [4] open question factual_1 [5] statement_1 [6] thanking_1 [7] open question factual_2 [8] statement_2	2	pos answer_1	11111	Sure .
2430	336: [1] complaint_1 [2] yes no question_1 [3] pos answer_1 [4] open question factual_1 [5] statement_1 [6] thanking_1 [7] open question factual_2 [8] statement_2	3	open question factual_1	11111	What is it ?
2431	336: [1] complaint_1 [2] yes no question_1 [3] pos answer_1 [4] open question factual_1 [5] statement_1 [6] thanking_1 [7] open question factual_2 [8] statement_2	4	statement_1	0	I don't know how to say it in English .
2432	336: [1] complaint_1 [2] yes no question_1 [3] pos answer_1 [4] open question factual_1 [5] statement_1 [6] thanking_1 [7] open question factual_2 [8] statement_2	5	statement_1	11111	We call this a ' parking meter ' .
2433	336: [1] complaint_1 [2] yes no question_1 [3] pos answer_1 [4] open question factual_1 [5] statement_1 [6] thanking_1 [7] open question factual_2 [8] statement_2	6	thanking_1	0	Oh , Thank you .
2434	336: [1] complaint_1 [2] yes no question_1 [3] pos answer_1 [4] open question factual_1 [5] statement_1 [6] thanking_1 [7] open question factual_2 [8] statement_2	7	open question factual_2	0	But how do you spell it ?
2435	336: [1] complaint_1 [2] yes no question_1 [3] pos answer_1 [4] open question factual_1 [5] statement_1 [6] thanking_1 [7] open question factual_2 [8] statement_2	8	statement_2	11111	P-a-r-k-i-n-g m-e-t-e-r .
2436	11774: [1] opinion_1 [2] thanking_1 [3] opinion_2 [4] statement_1 [5] comment_1 [6] opinion_3 [7] statement_2 [8] opinion_4 [9] comment_2 [10] thanking_2 [11] statement_3 [12] comment_3	0	opinion_1	0	Hi , Lucy , you are very popular with people around you , what are your tricks ?
2437	11774: [1] opinion_1 [2] thanking_1 [3] opinion_2 [4] statement_1 [5] comment_1 [6] opinion_3 [7] statement_2 [8] opinion_4 [9] comment_2 [10] thanking_2 [11] statement_3 [12] comment_3	1	thanking_1	11111	Thank you for saying so .
2438	11774: [1] opinion_1 [2] thanking_1 [3] opinion_2 [4] statement_1 [5] comment_1 [6] opinion_3 [7] statement_2 [8] opinion_4 [9] comment_2 [10] thanking_2 [11] statement_3 [12] comment_3	2	opinion_2	11111	I don't know , probably because I like sharing my experience and knowledge with them .
2439	11774: [1] opinion_1 [2] thanking_1 [3] opinion_2 [4] statement_1 [5] comment_1 [6] opinion_3 [7] statement_2 [8] opinion_4 [9] comment_2 [10] thanking_2 [11] statement_3 [12] comment_3	3	opinion_2	11111	I think this kind of communication helps to improve our work efficiency and also helps to get along with colleagues .
2440	11774: [1] opinion_1 [2] thanking_1 [3] opinion_2 [4] statement_1 [5] comment_1 [6] opinion_3 [7] statement_2 [8] opinion_4 [9] comment_2 [10] thanking_2 [11] statement_3 [12] comment_3	4	statement_1	0	Sharing knowledge can be very settled and some second stances .
2441	11774: [1] opinion_1 [2] thanking_1 [3] opinion_2 [4] statement_1 [5] comment_1 [6] opinion_3 [7] statement_2 [8] opinion_4 [9] comment_2 [10] thanking_2 [11] statement_3 [12] comment_3	5	statement_1	0	People may think you are telling them how to do their work .
2442	11774: [1] opinion_1 [2] thanking_1 [3] opinion_2 [4] statement_1 [5] comment_1 [6] opinion_3 [7] statement_2 [8] opinion_4 [9] comment_2 [10] thanking_2 [11] statement_3 [12] comment_3	6	statement_1	0	If they take it personally , they feel angry at you and even become reluctant to support you at work .
2443	11774: [1] opinion_1 [2] thanking_1 [3] opinion_2 [4] statement_1 [5] comment_1 [6] opinion_3 [7] statement_2 [8] opinion_4 [9] comment_2 [10] thanking_2 [11] statement_3 [12] comment_3	7	comment_1	11111	That is true .
2444	11774: [1] opinion_1 [2] thanking_1 [3] opinion_2 [4] statement_1 [5] comment_1 [6] opinion_3 [7] statement_2 [8] opinion_4 [9] comment_2 [10] thanking_2 [11] statement_3 [12] comment_3	8	opinion_3	11111	Some people will misunderstand your intention and lets you do it in the long threatening way .
2445	11774: [1] opinion_1 [2] thanking_1 [3] opinion_2 [4] statement_1 [5] comment_1 [6] opinion_3 [7] statement_2 [8] opinion_4 [9] comment_2 [10] thanking_2 [11] statement_3 [12] comment_3	9	statement_2	11111	For example , it is not sensible at all to arguing with the others or correcting someone in front of other people .
2446	11774: [1] opinion_1 [2] thanking_1 [3] opinion_2 [4] statement_1 [5] comment_1 [6] opinion_3 [7] statement_2 [8] opinion_4 [9] comment_2 [10] thanking_2 [11] statement_3 [12] comment_3	10	opinion_4	11111	To show your friendliness and willingness to share is much more important than to show off .
2447	11774: [1] opinion_1 [2] thanking_1 [3] opinion_2 [4] statement_1 [5] comment_1 [6] opinion_3 [7] statement_2 [8] opinion_4 [9] comment_2 [10] thanking_2 [11] statement_3 [12] comment_3	11	comment_2	0	You are quite right .
2448	11774: [1] opinion_1 [2] thanking_1 [3] opinion_2 [4] statement_1 [5] comment_1 [6] opinion_3 [7] statement_2 [8] opinion_4 [9] comment_2 [10] thanking_2 [11] statement_3 [12] comment_3	12	thanking_2	0	Thank you for sharing your experience with me .
2449	11774: [1] opinion_1 [2] thanking_1 [3] opinion_2 [4] statement_1 [5] comment_1 [6] opinion_3 [7] statement_2 [8] opinion_4 [9] comment_2 [10] thanking_2 [11] statement_3 [12] comment_3	13	statement_3	0	I learned a lot .
2450	11774: [1] opinion_1 [2] thanking_1 [3] opinion_2 [4] statement_1 [5] comment_1 [6] opinion_3 [7] statement_2 [8] opinion_4 [9] comment_2 [10] thanking_2 [11] statement_3 [12] comment_3	14	comment_3	11111	You're welcome .
2451	2060: [1] statement_1 [2] yes no question_1 [3] pos answer_1 [4] statement_2	0	statement_1	0	There was a serious disturbance in the street this morning .
2452	2060: [1] statement_1 [2] yes no question_1 [3] pos answer_1 [4] statement_2	1	yes no question_1	11111	Is it kept in hand now ?
2453	2060: [1] statement_1 [2] yes no question_1 [3] pos answer_1 [4] statement_2	2	pos answer_1	0	Yes .
2454	2060: [1] statement_1 [2] yes no question_1 [3] pos answer_1 [4] statement_2	3	statement_2	0	The police have come .
2455	10483: [1] comment_1 [2] yes no question_1 [3] thanking_1 [4] statement_1 [5] opinion_1 [6] statement_2 [7] back-channeling_1 [8] yes no question_2 [9] comment_2 [10] statement_3 [11] open question factual_1 [12] opinion_2 [13] statement_4 [14] opinion_3 [15] statement_5 [16] opinion_4 [17] statement_6 [18] yes no question_3 [19] statement_7 [20] thanking_2 [21] opinion_5	0	comment_1	0	Your PC is so amazing .
2456	10483: [1] comment_1 [2] yes no question_1 [3] thanking_1 [4] statement_1 [5] opinion_1 [6] statement_2 [7] back-channeling_1 [8] yes no question_2 [9] comment_2 [10] statement_3 [11] open question factual_1 [12] opinion_2 [13] statement_4 [14] opinion_3 [15] statement_5 [16] opinion_4 [17] statement_6 [18] yes no question_3 [19] statement_7 [20] thanking_2 [21] opinion_5	1	yes no question_1	0	Are you doing trade on internet ?
2457	10483: [1] comment_1 [2] yes no question_1 [3] thanking_1 [4] statement_1 [5] opinion_1 [6] statement_2 [7] back-channeling_1 [8] yes no question_2 [9] comment_2 [10] statement_3 [11] open question factual_1 [12] opinion_2 [13] statement_4 [14] opinion_3 [15] statement_5 [16] opinion_4 [17] statement_6 [18] yes no question_3 [19] statement_7 [20] thanking_2 [21] opinion_5	2	thanking_1	11111	Thank you for your compliment .
2458	10483: [1] comment_1 [2] yes no question_1 [3] thanking_1 [4] statement_1 [5] opinion_1 [6] statement_2 [7] back-channeling_1 [8] yes no question_2 [9] comment_2 [10] statement_3 [11] open question factual_1 [12] opinion_2 [13] statement_4 [14] opinion_3 [15] statement_5 [16] opinion_4 [17] statement_6 [18] yes no question_3 [19] statement_7 [20] thanking_2 [21] opinion_5	3	statement_1	11111	I bought this PC with my first-month salary .
2459	10483: [1] comment_1 [2] yes no question_1 [3] thanking_1 [4] statement_1 [5] opinion_1 [6] statement_2 [7] back-channeling_1 [8] yes no question_2 [9] comment_2 [10] statement_3 [11] open question factual_1 [12] opinion_2 [13] statement_4 [14] opinion_3 [15] statement_5 [16] opinion_4 [17] statement_6 [18] yes no question_3 [19] statement_7 [20] thanking_2 [21] opinion_5	4	statement_1	11111	I am getting to know the on-line trade .
2460	10483: [1] comment_1 [2] yes no question_1 [3] thanking_1 [4] statement_1 [5] opinion_1 [6] statement_2 [7] back-channeling_1 [8] yes no question_2 [9] comment_2 [10] statement_3 [11] open question factual_1 [12] opinion_2 [13] statement_4 [14] opinion_3 [15] statement_5 [16] opinion_4 [17] statement_6 [18] yes no question_3 [19] statement_7 [20] thanking_2 [21] opinion_5	5	opinion_1	0	I'm wondering if you often trade with others on the internet .
2461	10483: [1] comment_1 [2] yes no question_1 [3] thanking_1 [4] statement_1 [5] opinion_1 [6] statement_2 [7] back-channeling_1 [8] yes no question_2 [9] comment_2 [10] statement_3 [11] open question factual_1 [12] opinion_2 [13] statement_4 [14] opinion_3 [15] statement_5 [16] opinion_4 [17] statement_6 [18] yes no question_3 [19] statement_7 [20] thanking_2 [21] opinion_5	6	statement_2	11111	Yes , I often do business through internet now .
2462	10483: [1] comment_1 [2] yes no question_1 [3] thanking_1 [4] statement_1 [5] opinion_1 [6] statement_2 [7] back-channeling_1 [8] yes no question_2 [9] comment_2 [10] statement_3 [11] open question factual_1 [12] opinion_2 [13] statement_4 [14] opinion_3 [15] statement_5 [16] opinion_4 [17] statement_6 [18] yes no question_3 [19] statement_7 [20] thanking_2 [21] opinion_5	7	back-channeling_1	0	Oh , really ?
2463	10483: [1] comment_1 [2] yes no question_1 [3] thanking_1 [4] statement_1 [5] opinion_1 [6] statement_2 [7] back-channeling_1 [8] yes no question_2 [9] comment_2 [10] statement_3 [11] open question factual_1 [12] opinion_2 [13] statement_4 [14] opinion_3 [15] statement_5 [16] opinion_4 [17] statement_6 [18] yes no question_3 [19] statement_7 [20] thanking_2 [21] opinion_5	8	yes no question_2	0	Is it a good way ?
2464	10483: [1] comment_1 [2] yes no question_1 [3] thanking_1 [4] statement_1 [5] opinion_1 [6] statement_2 [7] back-channeling_1 [8] yes no question_2 [9] comment_2 [10] statement_3 [11] open question factual_1 [12] opinion_2 [13] statement_4 [14] opinion_3 [15] statement_5 [16] opinion_4 [17] statement_6 [18] yes no question_3 [19] statement_7 [20] thanking_2 [21] opinion_5	9	comment_2	11111	Yes , very gorgeous .
2465	10483: [1] comment_1 [2] yes no question_1 [3] thanking_1 [4] statement_1 [5] opinion_1 [6] statement_2 [7] back-channeling_1 [8] yes no question_2 [9] comment_2 [10] statement_3 [11] open question factual_1 [12] opinion_2 [13] statement_4 [14] opinion_3 [15] statement_5 [16] opinion_4 [17] statement_6 [18] yes no question_3 [19] statement_7 [20] thanking_2 [21] opinion_5	10	statement_3	11111	Sometimes , I can deal with my business without stepping out of our house .
2466	10483: [1] comment_1 [2] yes no question_1 [3] thanking_1 [4] statement_1 [5] opinion_1 [6] statement_2 [7] back-channeling_1 [8] yes no question_2 [9] comment_2 [10] statement_3 [11] open question factual_1 [12] opinion_2 [13] statement_4 [14] opinion_3 [15] statement_5 [16] opinion_4 [17] statement_6 [18] yes no question_3 [19] statement_7 [20] thanking_2 [21] opinion_5	11	open question factual_1	0	What advantages does it have ?
2467	10483: [1] comment_1 [2] yes no question_1 [3] thanking_1 [4] statement_1 [5] opinion_1 [6] statement_2 [7] back-channeling_1 [8] yes no question_2 [9] comment_2 [10] statement_3 [11] open question factual_1 [12] opinion_2 [13] statement_4 [14] opinion_3 [15] statement_5 [16] opinion_4 [17] statement_6 [18] yes no question_3 [19] statement_7 [20] thanking_2 [21] opinion_5	12	opinion_2	11111	Firstly , it is convenient .
2468	10483: [1] comment_1 [2] yes no question_1 [3] thanking_1 [4] statement_1 [5] opinion_1 [6] statement_2 [7] back-channeling_1 [8] yes no question_2 [9] comment_2 [10] statement_3 [11] open question factual_1 [12] opinion_2 [13] statement_4 [14] opinion_3 [15] statement_5 [16] opinion_4 [17] statement_6 [18] yes no question_3 [19] statement_7 [20] thanking_2 [21] opinion_5	13	statement_4	11111	And secondly , it has low cost , because you know you only need to pay the fee of internet service .
2469	10483: [1] comment_1 [2] yes no question_1 [3] thanking_1 [4] statement_1 [5] opinion_1 [6] statement_2 [7] back-channeling_1 [8] yes no question_2 [9] comment_2 [10] statement_3 [11] open question factual_1 [12] opinion_2 [13] statement_4 [14] opinion_3 [15] statement_5 [16] opinion_4 [17] statement_6 [18] yes no question_3 [19] statement_7 [20] thanking_2 [21] opinion_5	14	opinion_3	0	I agree with you .
2470	10483: [1] comment_1 [2] yes no question_1 [3] thanking_1 [4] statement_1 [5] opinion_1 [6] statement_2 [7] back-channeling_1 [8] yes no question_2 [9] comment_2 [10] statement_3 [11] open question factual_1 [12] opinion_2 [13] statement_4 [14] opinion_3 [15] statement_5 [16] opinion_4 [17] statement_6 [18] yes no question_3 [19] statement_7 [20] thanking_2 [21] opinion_5	15	statement_5	0	It will cost too much when going abroad to join the exhibition .
