	id_and_goal	utt_id	durec_goal_1	speaker	utt
10029	795: [1] greeting_1 [2] chitchat about other_1 [3] nan_1 [4] nan_2 [5] nan_3 [6] nan_4 [7] nan_5 [8] nan_6 [9] nan_7 [10] nan_8 [11] nan_9 [12] nan_10 [13] nan_11 [14] nan_12	37	nan_12	speaker_1	Egg... I can’t stand that woman or her obnoxious daughter.
10030	796: [1] ask about other_1 [2] saying goodbye_1	0	ask about other_1	speaker_1	Did you already take the history exam?
10031	796: [1] ask about other_1 [2] saying goodbye_1	1	ask about other_1	speaker_2	Yeah.
10032	796: [1] ask about other_1 [2] saying goodbye_1	2	ask about other_1	speaker_2	It was hard.
10033	796: [1] ask about other_1 [2] saying goodbye_1	3	ask about other_1	speaker_2	When do you take it?
10034	796: [1] ask about other_1 [2] saying goodbye_1	4	ask about other_1	speaker_1	I take it tomorrow morning.
10035	796: [1] ask about other_1 [2] saying goodbye_1	5	ask about other_1	speaker_1	There is so much material that I don't know what to emphasize on.
10036	796: [1] ask about other_1 [2] saying goodbye_1	6	ask about other_1	speaker_1	What types of questions did you get?
10037	796: [1] ask about other_1 [2] saying goodbye_1	7	ask about other_1	speaker_2	Mostly on the civil war.
10038	796: [1] ask about other_1 [2] saying goodbye_1	8	ask about other_1	speaker_2	You should also study the impact Martin Luther King Jr. had on American society.
10039	796: [1] ask about other_1 [2] saying goodbye_1	9	ask about other_1	speaker_1	What about Abraham Lincoln?
10040	796: [1] ask about other_1 [2] saying goodbye_1	10	ask about other_1	speaker_1	Did you get any questions about him?
10041	796: [1] ask about other_1 [2] saying goodbye_1	11	ask about other_1	speaker_2	I only had 1 question about him.
10042	796: [1] ask about other_1 [2] saying goodbye_1	12	ask about other_1	speaker_2	But you might get more.
10043	796: [1] ask about other_1 [2] saying goodbye_1	13	ask about other_1	speaker_2	I don't know if he will have the same exam or not.
10044	796: [1] ask about other_1 [2] saying goodbye_1	14	ask about other_1	speaker_1	Hopefully he will use the same exam, cause I'm going to spend most of my time studying the civil war.
10045	796: [1] ask about other_1 [2] saying goodbye_1	15	ask about other_1	speaker_1	It is a huge section and that is what he lectured the most on in class.
10046	796: [1] ask about other_1 [2] saying goodbye_1	16	ask about other_1	speaker_2	If you can't study everything, then that is probably the best way to go.
10047	796: [1] ask about other_1 [2] saying goodbye_1	17	ask about other_1	speaker_1	Alright.
10048	796: [1] ask about other_1 [2] saying goodbye_1	18	ask about other_1	speaker_1	Thanks for the info.
10049	796: [1] ask about other_1 [2] saying goodbye_1	19	saying goodbye_1	speaker_1	I gotta go to the library now.
10050	796: [1] ask about other_1 [2] saying goodbye_1	20	saying goodbye_1	speaker_2	Good luck.
10051	796: [1] ask about other_1 [2] saying goodbye_1	21	saying goodbye_1	speaker_1	Thanks.
10052	796: [1] ask about other_1 [2] saying goodbye_1	22	saying goodbye_1	speaker_1	See ya.
10053	797: [1] Q&A about other_1	0	Q&A about other_1	speaker_1	What's the matter with you, then?
10054	797: [1] Q&A about other_1	1	Q&A about other_1	speaker_1	You look miserable.
10055	797: [1] Q&A about other_1	2	Q&A about other_1	speaker_2	It's us.
10056	797: [1] Q&A about other_1	3	Q&A about other_1	speaker_1	"What do you mean by ""us""?"
10057	797: [1] Q&A about other_1	4	Q&A about other_1	speaker_2	Well, we used to talk to each other before we were married.
10058	797: [1] Q&A about other_1	5	Q&A about other_1	speaker_2	Remember?
10059	797: [1] Q&A about other_1	6	Q&A about other_1	speaker_1	What do you mean?
10060	797: [1] Q&A about other_1	7	Q&A about other_1	speaker_1	We're talking now, aren't we?
10061	797: [1] Q&A about other_1	8	Q&A about other_1	speaker_2	Oh, yes, but we used to do so much together.
10062	797: [1] Q&A about other_1	9	Q&A about other_1	speaker_1	Yes.
10063	797: [1] Q&A about other_1	10	Q&A about other_1	speaker_1	I remember.
10064	797: [1] Q&A about other_1	11	Q&A about other_1	speaker_1	But we never used to argue.
10065	797: [1] Q&A about other_1	12	Q&A about other_1	speaker_1	You used to think I was wonderful.
10066	797: [1] Q&A about other_1	13	Q&A about other_1	speaker_1	Where are you going?
10067	797: [1] Q&A about other_1	14	Q&A about other_1	speaker_2	Back to live with my parents.
10068	797: [1] Q&A about other_1	15	Q&A about other_1	speaker_2	That's something else I used to do before we were married.
10069	797: [1] Q&A about other_1	16	Q&A about other_1	speaker_2	Remember?
10070	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	0	greeting_1	speaker_1	Hey, Blake!
10071	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	1	chitchat about music_1	speaker_1	Are you still listening to Mozart?
10072	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	2	chitchat about music_1	speaker_2	Yes.
10073	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	3	chitchat about music_1	speaker_1	It's great.
10074	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	4	chitchat about music_1	speaker_1	and I' Ve heard that listening to Mozart can make you more intelligent.
10075	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	5	chitchat about music_1	speaker_2	Really?
10076	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	6	chitchat about music_1	speaker_2	I've never heard that before.
10077	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	7	chitchat about music_1	speaker_2	I just like it.
10078	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	8	chitchat about music_1	speaker_1	Is classical music your favorite?
10079	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	9	chitchat about music_1	speaker_2	Yes.
10080	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	10	chitchat about music_1	speaker_2	What about you?
10081	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	11	chitchat about music_1	speaker_1	I Like pop music best.
10082	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	12	chitchat about music_1	speaker_1	Classical music is a bit too heavy for me.
10083	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	13	chitchat about music_1	speaker_1	I can't get fully relaxed in it.
10084	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	14	chitchat about music_1	speaker_2	Pop music doesn't have any depth for me.
10085	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	15	chitchat about music_1	speaker_1	Yeah, that's why I can enjoy myself in it.
10086	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	16	chitchat about music_1	speaker_2	Did you always like pop music.
10087	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	17	chitchat about music_1	speaker_1	I think so, since I was in primary school.
10088	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	18	chitchat about music_1	speaker_1	How long have you been interested in classical music.
10089	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	19	chitchat about music_1	speaker_2	I didn't like it at all until I started to learn violin when I was eight.
10090	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	20	chitchat about music_1	speaker_2	From then on.
10091	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	21	chitchat about music_1	speaker_2	classical music has been an important part of my life.
10092	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	22	chitchat about music_1	speaker_1	oh, I didn't know you can play the violin.
10093	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	23	chitchat about music_1	speaker_1	Do you still play.
10094	798: [1] greeting_1 [2] chitchat about music_1 [3] nan_1	24	nan_1	speaker_2	Sometimes, but these days I'm often too busy.
10095	799: [1] chitchat about other_1	0	chitchat about other_1	speaker_1	It was really hard for our parents to save money when they were young.
10096	799: [1] chitchat about other_1	1	chitchat about other_1	speaker_2	Most people were living form hand to mouth.
10097	799: [1] chitchat about other_1	2	chitchat about other_1	speaker_2	How could they?
10098	799: [1] chitchat about other_1	3	chitchat about other_1	speaker_1	Yeah.
10099	799: [1] chitchat about other_1	4	chitchat about other_1	speaker_1	They simply had no extra money to save up or for other things.
10100	799: [1] chitchat about other_1	5	chitchat about other_1	speaker_2	Fortunately, things are changing these years.
10101	800: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] art recommendation_1 [5] ask about other_3 [6] Q&A about other_2 [7] chat about other_1	0	ask about other_1	speaker_1	Jane, I was wondering if you you had any plans for saturday afternoon.
10102	800: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] art recommendation_1 [5] ask about other_3 [6] Q&A about other_2 [7] chat about other_1	1	Q&A about other_1	speaker_2	A friend and I are planing to go out, why?
10103	800: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] art recommendation_1 [5] ask about other_3 [6] Q&A about other_2 [7] chat about other_1	2	Q&A about other_1	speaker_2	what's up?
10104	800: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] art recommendation_1 [5] ask about other_3 [6] Q&A about other_2 [7] chat about other_1	3	ask about other_2	speaker_1	There is a special exhibition of french sculptures at the museum, I was hoping you' d like to come with me.
10105	800: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] art recommendation_1 [5] ask about other_3 [6] Q&A about other_2 [7] chat about other_1	4	art recommendation_1	speaker_2	I am afraid I can't I am going to be out all day.
10106	800: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] art recommendation_1 [5] ask about other_3 [6] Q&A about other_2 [7] chat about other_1	5	ask about other_3	speaker_1	What about sunday?
10107	800: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] art recommendation_1 [5] ask about other_3 [6] Q&A about other_2 [7] chat about other_1	6	Q&A about other_2	speaker_2	i wish i could, but it's my mums birthday.
10108	800: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] art recommendation_1 [5] ask about other_3 [6] Q&A about other_2 [7] chat about other_1	7	Q&A about other_2	speaker_1	Maybe next week.
10109	800: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] art recommendation_1 [5] ask about other_3 [6] Q&A about other_2 [7] chat about other_1	8	Q&A about other_2	speaker_2	Much as I' d like to, I am afraid i wont be free next week, I have a lot of work.
10110	800: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] art recommendation_1 [5] ask about other_3 [6] Q&A about other_2 [7] chat about other_1	9	chat about other_1	speaker_1	Sorry to hear that, I was really looking forward to spending some more time with you, I really enjoyed our last chat.
10111	800: [1] ask about other_1 [2] Q&A about other_1 [3] ask about other_2 [4] art recommendation_1 [5] ask about other_3 [6] Q&A about other_2 [7] chat about other_1	10	chat about other_1	speaker_2	I am really sorry too, maybe I can give you a call sometime.
10112	801: [1] greeting, ask about other_1 [2] ask about other_1	0	greeting, ask about other_1	speaker_1	Have any plans for the weekend, Tom?
10113	801: [1] greeting, ask about other_1 [2] ask about other_1	1	ask about other_1	speaker_2	Yeah, I’m going for a hike in the southern Rocky Mountains.
10114	801: [1] greeting, ask about other_1 [2] ask about other_1	2	ask about other_1	speaker_1	Oh, do you go hiking often?
10115	801: [1] greeting, ask about other_1 [2] ask about other_1	3	ask about other_1	speaker_2	I go as much as I can.
10116	801: [1] greeting, ask about other_1 [2] ask about other_1	4	ask about other_1	speaker_2	I love hiking because you can really get in touch with nature.
10117	801: [1] greeting, ask about other_1 [2] ask about other_1	5	ask about other_1	speaker_1	It would be nice to get out of the city.
10118	801: [1] greeting, ask about other_1 [2] ask about other_1	6	ask about other_1	speaker_1	Do you want some company?
10119	801: [1] greeting, ask about other_1 [2] ask about other_1	7	ask about other_1	speaker_2	Sure.
10120	801: [1] greeting, ask about other_1 [2] ask about other_1	8	ask about other_1	speaker_2	But, it will be a long hike, 30 miles in three days.
10121	801: [1] greeting, ask about other_1 [2] ask about other_1	9	ask about other_1	speaker_2	Have you been hiking before?
10122	801: [1] greeting, ask about other_1 [2] ask about other_1	10	ask about other_1	speaker_1	Yeah, I go a lot too.
10123	801: [1] greeting, ask about other_1 [2] ask about other_1	11	ask about other_1	speaker_1	I saw a bear and a mountain lion on my last hike.
10124	801: [1] greeting, ask about other_1 [2] ask about other_1	12	ask about other_1	speaker_2	Wow!
10125	801: [1] greeting, ask about other_1 [2] ask about other_1	13	ask about other_1	speaker_2	You must have been pretty far away from the city.
10126	801: [1] greeting, ask about other_1 [2] ask about other_1	14	ask about other_1	speaker_1	Yeah, my friend and I hiked in a very wild part of the national forest.
10127	801: [1] greeting, ask about other_1 [2] ask about other_1	15	ask about other_1	speaker_2	Well, bring him along too.
10128	801: [1] greeting, ask about other_1 [2] ask about other_1	16	ask about other_1	speaker_2	We’ll have a great time this weekend.
10129	801: [1] greeting, ask about other_1 [2] ask about other_1	17	ask about other_1	speaker_1	Thanks, I’ll ask him.
10130	802: [1] chitchat about other_1	0	chitchat about other_1	speaker_1	How upsetting!
10131	802: [1] chitchat about other_1	1	chitchat about other_1	speaker_1	He has been away for a week!
10132	802: [1] chitchat about other_1	2	chitchat about other_1	speaker_2	I don't know if anything terrible has happened.
10133	802: [1] chitchat about other_1	3	chitchat about other_1	speaker_1	I have reported it to the police.
10134	802: [1] chitchat about other_1	4	chitchat about other_1	speaker_2	We'd better prepare for the worst.
10135	803: [1] Q&A about other_1	0	Q&A about other_1	speaker_1	You've heard of Bruce Jenner, haven't you?
10136	803: [1] Q&A about other_1	1	Q&A about other_1	speaker_2	He won the decathlon in the 1976 Olympics, right?
10137	803: [1] Q&A about other_1	2	Q&A about other_1	speaker_1	I read that he trained so much that he used to dream about jumping hurdles.
10138	803: [1] Q&A about other_1	3	Q&A about other_1	speaker_2	I can think of better things to dream about...
10139	803: [1] Q&A about other_1	4	Q&A about other_1	speaker_1	Sometimes he would wake up covered in sweat, with his legs pumping away.
10140	803: [1] Q&A about other_1	5	Q&A about other_1	speaker_2	That's crazy.
10141	804: [1] greeting_1 [2] other_1 [3] Q&A about other_1 [4] other_2 [5] Q&A about other_2 [6] other_3 [7] ask about other_1 [8] Q&A about other_3	0	greeting_1	speaker_1	Mike!
10142	804: [1] greeting_1 [2] other_1 [3] Q&A about other_1 [4] other_2 [5] Q&A about other_2 [6] other_3 [7] ask about other_1 [8] Q&A about other_3	1	other_1	speaker_1	Look at the floor!
10143	804: [1] greeting_1 [2] other_1 [3] Q&A about other_1 [4] other_2 [5] Q&A about other_2 [6] other_3 [7] ask about other_1 [8] Q&A about other_3	2	Q&A about other_1	speaker_2	What's wrong with it?
10144	804: [1] greeting_1 [2] other_1 [3] Q&A about other_1 [4] other_2 [5] Q&A about other_2 [6] other_3 [7] ask about other_1 [8] Q&A about other_3	3	Q&A about other_1	speaker_1	What's wrong with it?
10145	804: [1] greeting_1 [2] other_1 [3] Q&A about other_1 [4] other_2 [5] Q&A about other_2 [6] other_3 [7] ask about other_1 [8] Q&A about other_3	4	other_2	speaker_1	It's filthy!
10146	804: [1] greeting_1 [2] other_1 [3] Q&A about other_1 [4] other_2 [5] Q&A about other_2 [6] other_3 [7] ask about other_1 [8] Q&A about other_3	5	Q&A about other_2	speaker_2	Oh...
10147	804: [1] greeting_1 [2] other_1 [3] Q&A about other_1 [4] other_2 [5] Q&A about other_2 [6] other_3 [7] ask about other_1 [8] Q&A about other_3	6	other_3	speaker_1	It's filthy because you never wipe your shoes.
10148	804: [1] greeting_1 [2] other_1 [3] Q&A about other_1 [4] other_2 [5] Q&A about other_2 [6] other_3 [7] ask about other_1 [8] Q&A about other_3	7	other_3	speaker_2	Sorry, love.
10149	804: [1] greeting_1 [2] other_1 [3] Q&A about other_1 [4] other_2 [5] Q&A about other_2 [6] other_3 [7] ask about other_1 [8] Q&A about other_3	8	ask about other_1	speaker_1	What are you looking for now?
10150	804: [1] greeting_1 [2] other_1 [3] Q&A about other_1 [4] other_2 [5] Q&A about other_2 [6] other_3 [7] ask about other_1 [8] Q&A about other_3	9	Q&A about other_3	speaker_2	My cigarettes.
10151	804: [1] greeting_1 [2] other_1 [3] Q&A about other_1 [4] other_2 [5] Q&A about other_2 [6] other_3 [7] ask about other_1 [8] Q&A about other_3	10	Q&A about other_3	speaker_1	Well, they' re not here.
10152	804: [1] greeting_1 [2] other_1 [3] Q&A about other_1 [4] other_2 [5] Q&A about other_2 [6] other_3 [7] ask about other_1 [8] Q&A about other_3	11	Q&A about other_3	speaker_2	In the dustbin!
10153	804: [1] greeting_1 [2] other_1 [3] Q&A about other_1 [4] other_2 [5] Q&A about other_2 [6] other_3 [7] ask about other_1 [8] Q&A about other_3	12	Q&A about other_3	speaker_2	Why didn't you tell me before?
10154	805: [1] greeting, ask about X_1 [2] Q&A about X_1	0	greeting, ask about X_1	speaker_1	Excuse me.
10155	805: [1] greeting, ask about X_1 [2] Q&A about X_1	1	Q&A about X_1	speaker_1	Do you study Chinese at this university?
10156	805: [1] greeting, ask about X_1 [2] Q&A about X_1	2	Q&A about X_1	speaker_2	Yes, I do.
10157	805: [1] greeting, ask about X_1 [2] Q&A about X_1	3	Q&A about X_1	speaker_2	But my characters are very bad.
10158	805: [1] greeting, ask about X_1 [2] Q&A about X_1	4	Q&A about X_1	speaker_1	It takes a long time to learn Chinese writing.
10159	805: [1] greeting, ask about X_1 [2] Q&A about X_1	5	Q&A about X_1	speaker_2	Are you Chinese by birth?
10160	805: [1] greeting, ask about X_1 [2] Q&A about X_1	6	Q&A about X_1	speaker_1	Yes, I am.
10161	805: [1] greeting, ask about X_1 [2] Q&A about X_1	7	Q&A about X_1	speaker_1	I am from Guangzhou.
10162	805: [1] greeting, ask about X_1 [2] Q&A about X_1	8	Q&A about X_1	speaker_1	I am here to study international relations.
10163	805: [1] greeting, ask about X_1 [2] Q&A about X_1	9	Q&A about X_1	speaker_2	How do you like it?
10164	805: [1] greeting, ask about X_1 [2] Q&A about X_1	10	Q&A about X_1	speaker_1	I like it so far.
10165	805: [1] greeting, ask about X_1 [2] Q&A about X_1	11	Q&A about X_1	speaker_1	But my English still needs work.
10166	805: [1] greeting, ask about X_1 [2] Q&A about X_1	12	Q&A about X_1	speaker_2	I want to study Mandarin and public relations.
10167	806: [1] other_1 [2] Q&A about other_1	0	other_1	speaker_1	Hey, look over there.
10168	806: [1] other_1 [2] Q&A about other_1	1	other_1	speaker_1	It seems that there is something interesting going on.
10169	806: [1] other_1 [2] Q&A about other_1	2	other_1	speaker_1	Let's go and have a look.
10170	806: [1] other_1 [2] Q&A about other_1	3	other_1	speaker_2	Sure.
10171	806: [1] other_1 [2] Q&A about other_1	4	other_1	speaker_2	It's probably a skiing show.
